"date","dt","kind","correction","mean","ag","nag","veg","nveg","urban","urb_veg","urb_nveg","ag_veg","ag_nveg"
2019-09-28,2019-09-28 00:12:25,"tarsalis_biting_rate","corrected",0.193331361677929,0.192265346089825,0.195549715919027,0.194264056045828,0.192690460208721,0.204637065170361,0.205192233157274,0.204582135358853,0.194068164875763,0.190105620709519
2020-07-04,2020-07-04 02:04:16,"tarsalis_biting_rate","corrected",0.193760841634051,0.189732151098179,0.202144947124907,0.191704868540521,0.195018936400896,0.222161171380345,0.220818098607232,0.222269055050027,0.191195062342827,0.188174481868308
2020-09-01,2020-09-01 02:34:18,"tarsalis_biting_rate","corrected",0.19351913928529,0.189185270579241,0.202592497341363,0.191225396029761,0.19492274372189,0.218243745684828,0.218053210359246,0.218259088606375,0.190515229950996,0.187771873410331
2020-09-19,2020-09-19 02:54:07,"tarsalis_biting_rate","corrected",0.165451132037552,0.164481771379011,0.167463558985154,0.167164751764496,0.164405577526672,0.182503005179182,0.187213728502384,0.182120481553189,0.166909979980323,0.161897706586789
2019-08-30,2019-08-30 04:18:27,"tarsalis_biting_rate","corrected",0.206694927266331,0.205849352274802,0.208454722505805,0.208100210863465,0.205731592944242,0.218362709605856,0.219540695640608,0.218247301454081,0.207960027389937,0.203326205353788
2020-09-15,2020-09-15 04:26:58,"tarsalis_biting_rate","corrected",0.155711241666856,0.151795537759809,0.163885281420547,0.155893440926496,0.155600282776982,0.174880644143032,0.177014668247843,0.174710599970779,0.15527963460762,0.148110505036422
2019-06-28,2019-06-28 05:23:18,"tarsalis_biting_rate","corrected",0.124360688215692,0.122113872627318,0.129019855861705,0.125604197484782,0.123508898711954,0.143116403517503,0.146247760290963,0.142811406517273,0.125232348959141,0.118377343426061
2020-09-11,2020-09-11 05:59:49,"tarsalis_biting_rate","corrected",0.125086836206291,0.119248985711803,0.137324803135084,0.12382420435825,0.12585756328012,0.151544099931118,0.154259204208242,0.151327989585481,0.12270447211848,0.115592528366636
2018-07-15,2018-07-15 06:58:27,"tarsalis_biting_rate","corrected",0.230630779972506,0.228694675831641,0.234672960383068,0.230899752023641,0.230485355286923,0.238277857797721,0.239150962705181,0.238211854303972,0.230656360508586,0.226915252942618
2018-09-13,2018-09-13 07:03:49,"tarsalis_biting_rate","corrected",0.0931147906538067,0.0877818426674786,0.104307000026853,0.0939985129399538,0.0926364428052374,0.117545608638878,0.120219440568918,0.117345695501187,0.0930736321719013,0.0829831886557818
2020-09-07,2020-09-07 07:33:14,"tarsalis_biting_rate","corrected",0.221295885495638,0.217816511803566,0.228557542294452,0.219726175195252,0.222255934887573,0.23647239262054,0.237370607578321,0.23639988532332,0.219122505513835,0.216428615704141
2019-06-21,2019-06-21 07:56:35,"tarsalis_biting_rate","corrected",0.229607127243589,0.226850806258441,0.235367401728611,0.224232647710887,0.233302285958479,0.240006929335803,0.237636600790552,0.240237484313447,0.223832440170894,0.230461666626623
2018-08-22,2018-08-22 08:22:38,"tarsalis_biting_rate","corrected",0.221751640555294,0.218622653840567,0.228294326056485,0.218584657160514,0.223464050360439,0.232429211200398,0.232066004795068,0.232456867570569,0.218089580816531,0.219106805292031
2020-06-18,2020-06-18 08:23:15,"tarsalis_biting_rate","corrected",0.2407506302822,0.238872266231627,0.244679459801593,0.235771186072125,0.243794674111692,0.247587069164389,0.245654303105952,0.247743897610016,0.235457543164183,0.242487761257358
2020-09-03,2020-09-03 09:07:02,"tarsalis_biting_rate","corrected",0.240289847687101,0.238411845000502,0.244222331880127,0.235927518832228,0.242950712753524,0.24689082704946,0.24515665766048,0.247029199472313,0.235609082765056,0.241370302946425
2019-06-17,2019-06-17 09:37:52,"tarsalis_biting_rate","corrected",0.221309660284003,0.231373677517939,0.200325405923624,0.236948082058622,0.210569765223999,0.190909331107801,0.207363945943724,0.189307473206062,0.237783855518839,0.223716004718921
2020-06-14,2020-06-14 09:57:56,"tarsalis_biting_rate","corrected",0.24178231421145,0.243833338319236,0.23748853816938,0.243615652094789,0.240663699697153,0.243935054975968,0.246383796603478,0.243738464031315,0.243450726529571,0.244238994584313
2019-08-15,2019-08-15 10:02:41,"tarsalis_biting_rate","corrected",0.153522015359675,0.173700056258798,0.111396516573887,0.203009126359139,0.119463355651921,0.105821686740992,0.143585769908841,0.102146022352799,0.204784352230668,0.136475705178433
2020-08-12,2020-08-12 10:22:51,"tarsalis_biting_rate","corrected",0.156244479176043,0.176697560592734,0.113717452265057,0.211335297833839,0.122624364544692,0.113714015554426,0.161658360588793,0.109863800465624,0.212669563839224,0.138567529837952
2019-09-01,2019-09-01 10:48:20,"tarsalis_biting_rate","corrected",0.128035538374534,0.15050668391166,0.0812869766204526,0.182056875770414,0.0910225852978444,0.0622753635466385,0.108917806295241,0.0577375627337802,0.18392394104835,0.11057742302151
2018-09-03,2018-09-03 10:53:57,"tarsalis_biting_rate","corrected",0.16978202459376,0.190475387720352,0.12686019055059,0.210569962851325,0.147711149922544,0.130274578780705,0.163909283145804,0.127736194278504,0.211955908608287,0.170871133341068
2019-07-01,2019-07-01 11:02:00,"tarsalis_biting_rate","corrected",0.152529297694977,0.18114861162189,0.0925434342636818,0.207871297166686,0.114417939280327,0.0494580564656798,0.0961470431772843,0.0449225702591868,0.211401224159489,0.144966822506483
2018-08-15,2018-08-15 11:13:25,"tarsalis_biting_rate","corrected",0.145542262452907,0.171862642717698,0.0905357449205949,0.202348439428135,0.114805287219418,0.076357607000155,0.125379944804317,0.0726422745593988,0.204822310711404,0.141803830376661
2019-08-29,2019-08-29 11:38:04,"tarsalis_biting_rate","corrected",0.146321532531979,0.173033378377944,0.0904460168166489,0.200580305715064,0.108942244311382,0.0649764183841912,0.117967091956822,0.0598198928520426,0.203129071124615,0.136946274805894
2019-08-11,2019-08-11 11:43:11,"tarsalis_biting_rate","corrected",0.168687586552356,0.194910320390682,0.113846305248751,0.221544542683832,0.132417193231752,0.0884534027780584,0.140777047428857,0.0833335444339584,0.224245782258987,0.159873073553004
2018-08-31,2018-08-31 11:53:26,"tarsalis_biting_rate","corrected",0.202368737436981,0.218874959187607,0.167778668514873,0.230526985711848,0.187120152852012,0.183032778607177,0.20207247420659,0.181593167401159,0.23156590697395,0.207366763678076
2020-08-08,2020-08-08 11:56:24,"tarsalis_biting_rate","corrected",0.0811298209707113,0.10145944293289,0.0386662166389945,0.145138344664456,0.0420606860162111,0.0100837765561228,0.0403206363231832,0.00766154047481554,0.14762471482099,0.0525209948619858
2020-08-26,2020-08-26 12:14:53,"tarsalis_biting_rate","corrected",0.107905124714448,0.131042844430127,0.0597859820794752,0.175331801135611,0.0668464144445374,0.0349549296676798,0.0888120751095044,0.0306511869447511,0.17741969255945,0.0819798057105301
2020-06-25,2020-06-25 12:32:57,"tarsalis_biting_rate","corrected",0.0672324567985201,0.0871317022268566,0.025593870776676,0.129191800612964,0.0293413770118213,0.00362061820726062,0.0242414413994665,0.00194274186052759,0.132329944445814,0.0392447716902332
2020-06-06,2020-06-06 13:07:12,"tarsalis_biting_rate","corrected",0.18901895466267,0.205527443827792,0.15432448676318,0.222045380684671,0.168848689368075,0.145735154597178,0.174533612049074,0.143414281903935,0.22345319918984,0.186615708853029
2019-08-25,2019-08-25 13:16:19,"tarsalis_biting_rate","corrected",0.0778049719570267,0.0991019376723786,0.0331781765486375,0.138564343767446,0.0361005170663807,0.00447672115695936,0.0228599358594466,0.00266959424462585,0.141843997587614,0.0478597708821691
2020-08-04,2020-08-04 13:29:50,"tarsalis_biting_rate","corrected",0.0559996671322274,0.0726963629917699,0.0212592280036819,0.114320086169051,0.0203887912844405,0.00261242727690064,0.0195192544078726,0.00125763352231389,0.117063531768818,0.0256368460017634
2018-08-27,2018-08-27 13:45:21,"tarsalis_biting_rate","corrected",0.0550042286656022,0.0702337402073932,0.0231372386488148,0.103808469352178,0.0286106754502606,0.00501620624986314,0.0286661511432637,0.00320914541738084,0.105488811432227,0.0382036760624885
2019-06-06,2019-06-06 13:52:19,"tarsalis_biting_rate","corrected",0.10236900577135,0.112956238168311,0.0802292235365665,0.145499952556822,0.0727157745917071,0.0360758143219718,0.0634708259041023,0.0334008219480207,0.145981141128813,0.0733377637900668
2018-08-08,2018-08-08 14:03:45,"tarsalis_biting_rate","corrected",0.0522819417753495,0.0694614734422889,0.0165107024990437,0.102560280297544,0.0250905440088425,0.00149395709088453,0.0130865294050068,0.000606579023909579,0.106092389167681,0.0361116741070154
2020-06-21,2020-06-21 14:07:37,"tarsalis_biting_rate","corrected",0.0487189606786689,0.0638737567555973,0.0169649937114352,0.0978014948422885,0.0186758980481586,0.00177045911803025,0.0139903114249647,0.000781711567500365,0.100764305098433,0.0247399102306469
2019-06-23,2019-06-23 14:24:42,"tarsalis_biting_rate","corrected",0.032213062638892,0.0413436339677209,0.0132698196329471,0.0646434741847564,0.00997319205967819,0.000940396722016529,0.00630845043676555,0.000417890753683296,0.0659695889600224,0.0117990019756696
2018-08-05,2018-08-05 15:03:14,"tarsalis_biting_rate","corrected",0.0270702842718662,0.0367303268710641,0.00680543576606962,0.0589976357838173,0.00979922713797694,0.000699870331707768,0.00712037154020841,0.000217755412232479,0.0615859378963486,0.0141639195724067
2020-07-31,2020-07-31 15:03:18,"tarsalis_biting_rate","corrected",0.0311152038278467,0.0416914553311083,0.00909876725209882,0.0690292449083781,0.00800137723602928,0.000508986162131692,0.00402888473892993,0.000228856862630025,0.0717757373867593,0.00983102389171065
2020-08-18,2020-08-18 15:21:49,"tarsalis_biting_rate","corrected",0.0206504040260805,0.0272047393750598,0.0071028435451637,0.0444092741583352,0.0061686643601416,0.000761884053823262,0.00432664317456785,0.000476282409127582,0.0457033371557739,0.00753089892722295
2020-09-28,2020-09-28 15:43:29,"tarsalis_biting_rate","corrected",0.121071865279572,0.142411281674451,0.0766008642778345,0.168111851967035,0.0923548570427165,0.061751263890171,0.101350749036565,0.0585569224201864,0.170007341099223,0.113163383988894
2019-07-31,2019-07-31 15:55:57,"tarsalis_biting_rate","corrected",0.0306572284995805,0.0399843232699549,0.0111333763458965,0.0622767655702334,0.00897279503259126,0.00071670891124754,0.00508186524735364,0.000289057882138589,0.0643491909873367,0.0109441450636774
2019-08-17,2019-08-17 16:32:32,"tarsalis_biting_rate","corrected",0.0224863007264298,0.028912119385253,0.00912704593162949,0.0448407930572819,0.00716233002637631,0.000712965061659296,0.00434345226556254,0.000360068866507639,0.0458608961587447,0.00862420501990413
2020-07-27,2020-07-27 16:37:15,"tarsalis_biting_rate","corrected",0.0267106706694294,0.0359466888908214,0.0073993873051058,0.0614815990567356,0.00549483093338457,0.000373479290320393,0.00282384602106301,0.000177581756882297,0.0639272200663949,0.00635719459311368
2020-08-14,2020-08-14 16:55:25,"tarsalis_biting_rate","corrected",0.00823230525057854,0.0109532885567921,0.00252007781109389,0.0178680099256252,0.0023487328946828,0.000189358840837595,0.00114289668033445,0.000113118359796375,0.0184672997062552,0.00301364725368972
2020-06-13,2020-06-13 17:16:32,"tarsalis_biting_rate","corrected",0.223141245734939,0.232209293311096,0.204228314897242,0.239139544339865,0.213346914026449,0.193414375058346,0.208866390577447,0.192171868355831,0.239968008709326,0.223945622845136
2019-07-27,2019-07-27 17:36:35,"tarsalis_biting_rate","corrected",0.024712587680386,0.0323934663187344,0.00864644820566104,0.051245767455413,0.00651568460403649,0.000479928900710569,0.00319935142018548,0.000209676381940729,0.0530594410112732,0.00767723199523364
2020-07-23,2020-07-23 18:12:11,"tarsalis_biting_rate","corrected",0.140537917376405,0.168853686113387,0.0815977459024042,0.205353888408588,0.100882731770652,0.0378039323422277,0.0878322977907864,0.0337643542669294,0.208806311849995,0.126360088200724
2019-06-12,2019-06-12 18:39:08,"tarsalis_biting_rate","corrected",0.0807561389074569,0.0998664753745938,0.0407059735169683,0.120685270350573,0.0533178296465398,0.00403504796161123,0.0176714498573194,0.00270762797256916,0.123359613406922,0.0718129705666561
2020-09-20,2020-09-20 18:48:18,"tarsalis_biting_rate","corrected",0.239616420217988,0.238269940682998,0.242428719277225,0.237767473170561,0.240744938126025,0.249061681836972,0.247970012527021,0.249149130780871,0.237531436198648,0.239051864382078
2020-06-09,2020-06-09 18:51:11,"tarsalis_biting_rate","corrected",0.233106331183713,0.239366443807384,0.220076864241282,0.242422111092221,0.227426336080855,0.207508049885216,0.214414413864419,0.206954751460672,0.243150348490821,0.235357239834698
2019-09-21,2019-09-21 19:19:00,"tarsalis_biting_rate","corrected",0.222374103134802,0.219757386985292,0.227841027918593,0.219379007582393,0.224434399449317,0.241338403439603,0.239026215587126,0.241564522907007,0.218992907699343,0.220675224922899
2020-07-19,2020-07-19 19:47:02,"tarsalis_biting_rate","corrected",0.218954606092265,0.230687655543573,0.194425279564035,0.236272670944468,0.208358426595307,0.161017081648792,0.177889772223583,0.159658515066964,0.237822834786401,0.223122727127451
2020-08-06,2020-08-06 20:02:34,"tarsalis_biting_rate","corrected",0.240893988358323,0.239047819291622,0.244745072512273,0.23709691377634,0.243214746406474,0.250528273561586,0.249062580108126,0.250646541056043,0.236764801955601,0.241466321130293
2019-07-20,2019-07-20 20:08:14,"tarsalis_biting_rate","corrected",0.24716526560946,0.249611444883194,0.242044570416097,0.249752386040674,0.245390057789976,0.234089771693134,0.23565475666136,0.233936727051769,0.250156293322879,0.248961964862841
2020-09-16,2020-09-16 20:21:05,"tarsalis_biting_rate","corrected",0.223959821214981,0.221649335058552,0.22878908902101,0.222893553305334,0.224611855373987,0.240306067022012,0.240184708989725,0.240315882956649,0.222463788257586,0.220786602174803
2018-07-22,2018-07-22 20:44:16,"tarsalis_biting_rate","corrected",0.217753787531204,0.230118865588609,0.191759817001525,0.23038688302753,0.210901148157236,0.1550195320306,0.159961017813986,0.15464428943827,0.232268981254528,0.22816548922859
2018-09-20,2018-09-20 20:51:22,"tarsalis_biting_rate","corrected",0.198761915113566,0.192996407551974,0.210774405927306,0.197208860655541,0.199601082615506,0.230060306395861,0.229701609015688,0.230087327467747,0.196106702418282,0.190174592436953
2019-09-17,2019-09-17 20:56:06,"tarsalis_biting_rate","corrected",0.17885596593031,0.173474417419102,0.190154908405792,0.174957962078977,0.181538736701411,0.210842314411127,0.209283341214259,0.210995377779345,0.174019303229285,0.172823557667093
2020-07-15,2020-07-15 21:21:57,"tarsalis_biting_rate","corrected",0.247281514037703,0.248472614664723,0.244795381914327,0.247868695525311,0.246923277170611,0.241342652989512,0.242782028117474,0.241227715004769,0.24800873769279,0.248963217506122
2018-08-07,2018-08-07 21:25:22,"tarsalis_biting_rate","corrected",0.239139326632739,0.237386512907904,0.242793362187215,0.238608589494371,0.239426696695786,0.248960799721991,0.247664852739271,0.249058845450929,0.238242094791736,0.236607213931196
2018-09-17,2018-09-17 21:50:17,"tarsalis_biting_rate","corrected",0.194275153146681,0.19129968242643,0.200481604516913,0.194221498538138,0.194304230055857,0.219474124276863,0.219541745461238,0.2194690480994,0.193909720217491,0.188924129254056
2020-09-12,2020-09-12 21:53:38,"tarsalis_biting_rate","corrected",0.183483093927603,0.179646092077105,0.191526814446829,0.182296979356099,0.184207948166972,0.203334487498141,0.205224633513163,0.203182267825034,0.181616065276655,0.177562811456211
2020-07-11,2020-07-11 22:56:53,"tarsalis_biting_rate","corrected",0.244754097917415,0.246806153093297,0.240435986785912,0.246475563652263,0.243701151263331,0.231904594044846,0.232049887792062,0.231892805438538,0.246888482034013,0.246719064364629
2020-07-29,2020-07-29 23:09:38,"tarsalis_biting_rate","corrected",0.244647049054053,0.244057004822461,0.245879071880859,0.24403092134317,0.245023326512086,0.247320582017466,0.247144048533229,0.247334652971617,0.243971053075993,0.244147876520185
2019-07-12,2019-07-12 23:29:21,"tarsalis_biting_rate","corrected",0.241105453142305,0.240407619690577,0.242561166956444,0.240275191216694,0.241676384589431,0.24628862745257,0.245450213389183,0.246370026954469,0.240294701738675,0.240542869037439
